"par","dist"
"1",1e-06,5.87878787878788e-05
"2",2e-06,0
"3",3e-06,0.00013959595959596
"4",4e-06,4e-05
"5",5e-06,0.00013959595959596
"6",6e-06,0.000159191919191919
"7",7e-06,0.000195959595959596
"8",8e-06,0.000279191919191919
"9",9e-06,0.000339191919191919
"10",1e-05,0.00029959595959596
"11",1.1e-05,0.00034
"12",1.2e-05,0.000478383838383838
"13",1.3e-05,0.000699393939393939
"14",1.4e-05,0.000519191919191919
"15",1.5e-05,0.000678787878787879
"16",1.6e-05,0.000757777777777778
"17",1.7e-05,0.000978787878787879
"18",1.8e-05,0.0010979797979798
"19",1.9e-05,0.00133575757575758
"20",2e-05,0.00113616161616162
"21",2.1e-05,0.00151636363636364
"22",2.2e-05,0.00167191919191919
"23",2.3e-05,0.00179272727272727
"24",2.4e-05,0.00211333333333333
"25",2.5e-05,0.0016569696969697
"26",2.6e-05,0.00175353535353535
"27",2.7e-05,0.00205292929292929
"28",2.8e-05,0.00249030303030303
"29",2.9e-05,0.00188949494949495
"30",3e-05,0.00203313131313131
"31",3.1e-05,0.00276787878787879
"32",3.2e-05,0.00239171717171717
"33",3.3e-05,0.00262828282828283
"34",3.4e-05,0.00258929292929293
"35",3.5e-05,0.00277454545454545
"36",3.6e-05,0.00254929292929293
"37",3.7e-05,0.00296484848484848
"38",3.8e-05,0.00254949494949495
"39",3.9e-05,0.00285151515151515
"40",4e-05,0.00293272727272727
"41",4.1e-05,0.00278888888888889
"42",4.2e-05,0.00348666666666667
"43",4.3e-05,0.00320242424242424
"44",4.4e-05,0.00283272727272727
"45",4.5e-05,0.00297090909090909
"46",4.6e-05,0.00307090909090909
"47",4.7e-05,0.00324848484848485
"48",4.8e-05,0.00302848484848485
"49",4.9e-05,0.00338646464646465
"50",5e-05,0.00350545454545455
"51",5.1e-05,0.00386808080808081
"52",5.19999999999999e-05,0.0038840404040404
"53",5.29999999999999e-05,0.00326828282828283
"54",5.39999999999999e-05,0.00385656565656566
"55",5.49999999999999e-05,0.0032440404040404
"56",5.59999999999999e-05,0.00387777777777778
"57",5.69999999999999e-05,0.00342989898989899
"58",5.79999999999999e-05,0.00332969696969697
"59",5.89999999999999e-05,0.00425959595959596
"60",5.99999999999999e-05,0.00361979797979798
"61",6.09999999999999e-05,0.00374606060606061
"62",6.19999999999999e-05,0.00356060606060606
"63",6.29999999999999e-05,0.00372262626262626
"64",6.39999999999999e-05,0.00377373737373737
"65",6.49999999999999e-05,0.00366848484848485
"66",6.59999999999999e-05,0.00426242424242424
"67",6.69999999999999e-05,0.00372828282828283
"68",6.79999999999999e-05,0.00342343434343434
"69",6.89999999999999e-05,0.00447838383838384
"70",6.99999999999999e-05,0.00359737373737374
"71",7.09999999999999e-05,0.00418464646464646
"72",7.19999999999999e-05,0.00390080808080808
"73",7.29999999999999e-05,0.0041210101010101
"74",7.39999999999999e-05,0.00399353535353535
"75",7.49999999999999e-05,0.00361858585858586
"76",7.59999999999999e-05,0.00419757575757576
"77",7.69999999999999e-05,0.00478585858585859
"78",7.79999999999999e-05,0.00407555555555556
"79",7.89999999999999e-05,0.00437474747474747
"80",7.99999999999999e-05,0.0037989898989899
"81",8.09999999999999e-05,0.00413737373737374
"82",8.19999999999999e-05,0.00447616161616162
"83",8.29999999999999e-05,0.00428363636363636
"84",8.39999999999999e-05,0.00423191919191919
"85",8.49999999999999e-05,0.00400707070707071
"86",8.59999999999999e-05,0.00374484848484848
"87",8.69999999999999e-05,0.00380686868686869
"88",8.79999999999998e-05,0.00420909090909091
"89",8.89999999999998e-05,0.00443212121212121
"90",8.99999999999998e-05,0.00457636363636364
"91",9.09999999999998e-05,0.00419979797979798
"92",9.19999999999998e-05,0.00490020202020202
"93",9.29999999999998e-05,0.00475656565656566
"94",9.39999999999998e-05,0.00445131313131313
"95",9.49999999999998e-05,0.00462707070707071
"96",9.59999999999998e-05,0.00470040404040404
"97",9.69999999999998e-05,0.00461858585858586
"98",9.79999999999998e-05,0.00466
"99",9.89999999999998e-05,0.00450969696969697
"100",9.99999999999998e-05,0.00449010101010101
"101",1e-06,3.95959595959596e-05
"102",2e-06,0
"103",3e-06,9.91919191919192e-05
"104",4e-06,0.00011959595959596
"105",5e-06,4e-05
"106",6e-06,0.000177575757575758
"107",7e-06,0.000367878787878788
"108",8e-06,0.000179191919191919
"109",9e-06,0.000259191919191919
"110",1e-05,0.00029959595959596
"111",1.1e-05,0.000438383838383838
"112",1.2e-05,0.000496767676767677
"113",1.3e-05,0.00061959595959596
"114",1.4e-05,0.000378787878787879
"115",1.5e-05,0.000613939393939394
"116",1.6e-05,0.000997171717171717
"117",1.7e-05,0.00103333333333333
"118",1.8e-05,0.000916969696969697
"119",1.9e-05,0.00119434343434343
"120",2e-05,0.00121818181818182
"121",2.1e-05,0.00137535353535354
"122",2.2e-05,0.00177232323232323
"123",2.3e-05,0.00137535353535354
"124",2.4e-05,0.00201393939393939
"125",2.5e-05,0.00225151515151515
"126",2.6e-05,0.00207474747474747
"127",2.7e-05,0.00201252525252525
"128",2.8e-05,0.00213313131313131
"129",2.9e-05,0.0020359595959596
"130",3e-05,0.00215070707070707
"131",3.1e-05,0.00248929292929293
"132",3.2e-05,0.00201151515151515
"133",3.3e-05,0.00245414141414141
"134",3.4e-05,0.00241050505050505
"135",3.5e-05,0.00260949494949495
"136",3.6e-05,0.0030769696969697
"137",3.7e-05,0.00291171717171717
"138",3.8e-05,0.0030420202020202
"139",3.9e-05,0.00286828282828283
"140",4e-05,0.00291292929292929
