"par","dist"
"1",0.1,0.00496121212121212
"2",0.11,0.00473393939393939
"3",0.12,0.00492747474747475
"4",0.13,0.00442808080808081
"5",0.14,0.00473878787878788
"6",0.15,0.00421777777777778
"7",0.16,0.00435717171717172
"8",0.17,0.00453656565656566
"9",0.18,0.00402666666666667
"10",0.19,0.00459737373737374
"11",0.2,0.00442747474747475
"12",0.21,0.00368121212121212
"13",0.22,0.00403878787878788
"14",0.23,0.00459393939393939
"15",0.24,0.00338545454545455
"16",0.25,0.00380323232323232
"17",0.26,0.00394626262626263
"18",0.27,0.00324808080808081
"19",0.28,0.00396969696969697
"20",0.29,0.00413474747474747
"21",0.3,0.00388505050505051
"22",0.31,0.00420080808080808
"23",0.32,0.00279070707070707
"24",0.33,0.00380020202020202
"25",0.34,0.00334747474747475
"26",0.35,0.00413858585858586
"27",0.36,0.00365575757575758
"28",0.37,0.00342646464646465
"29",0.38,0.00338383838383838
"30",0.39,0.00293171717171717
"31",0.4,0.00425959595959596
"32",0.41,0.00322727272727273
"33",0.42,0.00350060606060606
"34",0.43,0.00360606060606061
"35",0.44,0.00372666666666667
"36",0.45,0.00341979797979798
"37",0.46,0.00344
"38",0.47,0.00330848484848485
"39",0.48,0.00314888888888889
"40",0.49,0.00336585858585859
"41",0.5,0.00367717171717172
"42",0.51,0.00285131313131313
"43",0.52,0.00340646464646465
"44",0.53,0.0031189898989899
"45",0.54,0.00356767676767677
"46",0.55,0.0032620202020202
"47",0.56,0.00308222222222222
"48",0.57,0.00282707070707071
"49",0.58,0.00307070707070707
"50",0.59,0.00358848484848485
"51",0.6,0.00280868686868687
"52",0.61,0.0026830303030303
"53",0.62,0.00362363636363636
"54",0.63,0.00357838383838384
"55",0.64,0.00271050505050505
"56",0.65,0.00330909090909091
"57",0.66,0.00250909090909091
"58",0.67,0.00371636363636364
"59",0.68,0.00266424242424242
"60",0.690000000000001,0.0036620202020202
"61",0.700000000000001,0.00276505050505051
"62",0.710000000000001,0.00276666666666667
"63",0.720000000000001,0.00301050505050505
"64",0.730000000000001,0.00294262626262626
"65",0.740000000000001,0.00290909090909091
"66",0.750000000000001,0.00286161616161616
"67",0.760000000000001,0.00237171717171717
"68",0.770000000000001,0.00261171717171717
"69",0.780000000000001,0.00290626262626263
"70",0.790000000000001,0.00270787878787879
"71",0.800000000000001,0.00267090909090909
"72",0.810000000000001,0.00282969696969697
"73",0.820000000000001,0.00292828282828283
"74",0.830000000000001,0.0030969696969697
"75",0.840000000000001,0.00288666666666667
"76",0.850000000000001,0.00310242424242424
"77",0.860000000000001,0.00249272727272727
"78",0.870000000000001,0.0029440404040404
"79",0.880000000000001,0.00243555555555556
"80",0.890000000000001,0.00252686868686869
"81",0.900000000000001,0.00237171717171717
"82",0.910000000000001,0.00241373737373737
"83",0.920000000000001,0.00332161616161616
"84",0.930000000000001,0.00268585858585859
"85",0.940000000000001,0.00270343434343434
"86",0.950000000000001,0.00247333333333333
"87",0.960000000000001,0.00252828282828283
"88",0.970000000000001,0.00230929292929293
"89",0.980000000000001,0.00264747474747475
"90",0.990000000000001,0.00211656565656566
"91",0.1,0.0046189898989899
"92",0.11,0.00454020202020202
"93",0.12,0.00417757575757576
"94",0.13,0.00472585858585859
"95",0.14,0.00445838383838384
"96",0.15,0.00384585858585859
"97",0.16,0.00374969696969697
"98",0.17,0.00381979797979798
"99",0.18,0.0037979797979798
"100",0.19,0.00355919191919192
"101",0.2,0.0044549494949495
"102",0.21,0.00449575757575758
"103",0.22,0.00394383838383838
"104",0.23,0.00417676767676768
"105",0.24,0.00377373737373737
"106",0.25,0.00344929292929293
"107",0.26,0.00405959595959596
"108",0.27,0.00388787878787879
"109",0.28,0.00374464646464646
"110",0.29,0.00432747474747475
"111",0.3,0.00408262626262626
"112",0.31,0.00388565656565657
"113",0.32,0.00361838383838384
"114",0.33,0.00390343434343434
"115",0.34,0.00368181818181818
"116",0.35,0.00352848484848485
"117",0.36,0.00381878787878788
"118",0.37,0.00344525252525253
"119",0.38,0.00312787878787879
"120",0.39,0.00387676767676768
"121",0.4,0.00354525252525253
"122",0.41,0.00332707070707071
"123",0.42,0.00365979797979798
"124",0.43,0.00370424242424242
"125",0.44,0.00340929292929293
"126",0.45,0.00330969696969697
"127",0.46,0.00366565656565657
"128",0.47,0.00372383838383838
"129",0.48,0.00307050505050505
"130",0.49,0.00283191919191919
"131",0.5,0.00356363636363636
"132",0.51,0.00368969696969697
"133",0.52,0.00316626262626263
"134",0.53,0.00332606060606061
"135",0.54,0.00302626262626263
"136",0.55,0.00363232323232323
"137",0.56,0.00350888888888889
"138",0.57,0.00327212121212121
"139",0.58,0.00338484848484848
"140",0.59,0.00258767676767677
"141",0.6,0.00341777777777778
"142",0.61,0.00312808080808081
"143",0.62,0.00291454545454545
"144",0.63,0.00314464646464646
"145",0.64,0.00332343434343434
"146",0.65,0.00280282828282828
"147",0.66,0.00293131313131313
"148",0.67,0.0024549494949495
"149",0.68,0.00341070707070707
"150",0.690000000000001,0.00302828282828283
"151",0.700000000000001,0.00267292929292929
"152",0.710000000000001,0.00314646464646465
"153",0.720000000000001,0.00322767676767677
"154",0.730000000000001,0.00273070707070707
"155",0.740000000000001,0.00280868686868687
"156",0.750000000000001,0.00273171717171717
"157",0.760000000000001,0.00329919191919192
"158",0.770000000000001,0.00312606060606061
"159",0.780000000000001,0.00281151515151515
"160",0.790000000000001,0.00264969696969697
"161",0.800000000000001,0.00330868686868687
"162",0.810000000000001,0.0028650505050505
"163",0.820000000000001,0.00273050505050505
