"par","dist"
"1",1,0.00459939393939394
"2",1.1,0.00448343434343434
"3",1.2,0.00440262626262626
"4",1.3,0.00454262626262626
"5",1.4,0.00408282828282828
"6",1.5,0.00386848484848485
"7",1.6,0.00401878787878788
"8",1.7,0.00362787878787879
"9",1.8,0.00394848484848485
"10",1.9,0.00336646464646465
"11",2,0.00318545454545455
"12",2.1,0.00297292929292929
"13",2.2,0.00278828282828283
"14",2.3,0.00301111111111111
"15",2.4,0.00253050505050505
"16",2.5,0.00267070707070707
"17",2.6,0.00213454545454545
"18",2.7,0.00266989898989899
"19",2.8,0.00237313131313131
"20",2.9,0.00245212121212121
"21",3,0.00251717171717172
"22",3.1,0.00244868686868687
"23",3.2,0.0021959595959596
"24",3.3,0.00199454545454545
"25",3.4,0.00193232323232323
"26",3.5,0.00195393939393939
"27",3.6,0.00231252525252525
"28",3.7,0.00225393939393939
"29",3.8,0.00185414141414141
"30",3.9,0.00185191919191919
"31",4,0.00165191919191919
"32",4.1,0.00167656565656566
"33",4.2,0.00190808080808081
"34",4.3,0.00175313131313131
"35",4.4,0.00167373737373737
"36",4.5,0.00147616161616162
"37",4.6,0.00149656565656566
"38",4.7,0.0013969696969697
"39",4.8,0.00109838383838384
"40",4.9,0.00181515151515152
"41",5,0.00179090909090909
"42",5.1,0.0014759595959596
"43",5.2,0.00135333333333333
"44",5.3,0.00135333333333333
"45",5.4,0.00145474747474747
"46",5.5,0.00119575757575758
"47",5.6,0.00131434343434343
"48",5.7,0.000877979797979798
"49",5.8,0.00111535353535354
"50",5.9,0.000997373737373737
"51",6,0.000957575757575758
"52",6.1,0.00147474747474747
"53",6.19999999999999,0.0010959595959596
"54",6.29999999999999,0.00127151515151515
"55",6.39999999999999,0.000876969696969697
"56",6.49999999999999,0.000955555555555556
"57",6.59999999999999,0.0010169696969697
"58",6.69999999999999,0.00121717171717172
"59",6.79999999999999,0.000937979797979798
"60",6.89999999999999,0.00107393939393939
"61",6.99999999999999,0.000995959595959596
"62",7.09999999999999,0.000855757575757576
"63",7.19999999999999,0.000878181818181818
"64",7.29999999999999,0.000917979797979798
"65",7.39999999999999,0.000956363636363636
"66",7.49999999999999,0.000796767676767677
"67",7.59999999999999,0.00123272727272727
"68",7.69999999999999,0.000936767676767677
"69",7.79999999999999,0.00109676767676768
"70",7.89999999999999,0.000678989898989899
"71",7.99999999999999,0.000617575757575758
"72",8.09999999999999,0.000618383838383838
"73",8.19999999999999,0.000837777777777778
"74",8.29999999999999,0.000797575757575758
"75",8.39999999999999,0.00069959595959596
"76",8.49999999999999,0.000817373737373737
"77",8.59999999999999,0.000856969696969697
"78",8.69999999999999,0.000878383838383838
"79",8.79999999999999,0.00053959595959596
"80",8.89999999999999,0.000598383838383838
"81",8.99999999999999,0.000657373737373737
"82",9.09999999999999,0.00045959595959596
"83",9.19999999999999,0.000539191919191919
"84",9.29999999999998,0.000558383838383838
"85",9.39999999999998,0.000458787878787879
"86",9.49999999999998,0.000498787878787879
"87",9.59999999999998,0.000657979797979798
"88",9.69999999999998,0.000619191919191919
"89",9.79999999999998,0.000478787878787879
"90",9.89999999999998,0.000776363636363636
"91",9.99999999999998,0.000537979797979798
"92",10.1,0.00051959595959596
"93",10.2,0.000498181818181818
"94",10.3,0.000499191919191919
"95",10.4,0.000377979797979798
"96",10.5,0.000298787878787879
"97",10.6,0.00046
"98",10.7,0.000557575757575758
"99",10.8,0.00037959595959596
"100",10.9,0.000498787878787879
"101",11,3e-04
"102",11.1,0.000439393939393939
"103",11.2,0.000758383838383838
"104",11.3,0.000672323232323232
"105",11.4,0.000378787878787879
"106",11.5,0.00035959595959596
"107",11.6,0.000537979797979798
"108",11.7,0.000497171717171717
"109",11.8,0.000458787878787879
"110",11.9,0.00035959595959596
"111",12,0.000597575757575758
"112",12.1,0.000478787878787879
"113",12.2,0.000478787878787879
"114",12.3,0.00039959595959596
"115",12.4,0.000418383838383838
"116",12.5,0.000298787878787879
"117",12.6,0.00031959595959596
"118",12.7,0.000338989898989899
"119",12.8,0.00025979797979798
"120",12.9,0.000338787878787879
"121",13,0.000379191919191919
"122",13.1,0.000239191919191919
"123",13.2,0.000259191919191919
"124",13.3,0.000418383838383838
"125",13.4,0.000438585858585859
"126",13.5,0.00049959595959596
"127",13.6,0.00033959595959596
"128",13.7,0.000359191919191919
"129",13.8,0.000279191919191919
"130",13.9,0.00012
"131",14,0.00019959595959596
"132",1,0.00474121212121212
"133",1.1,0.00477636363636364
"134",1.2,0.00468888888888889
"135",1.3,0.00425454545454545
"136",1.4,0.00453414141414141
"137",1.5,0.00431818181818182
"138",1.6,0.00358585858585859
"139",1.7,0.00365878787878788
"140",1.8,0.00338585858585859
"141",1.9,0.00332606060606061
"142",2,0.00332808080808081
"143",2.1,0.00318484848484848
"144",2.2,0.00299131313131313
"145",2.3,0.00299070707070707
"146",2.4,0.00321252525252525
"147",2.5,0.00296464646464647
"148",2.6,0.00256969696969697
"149",2.7,0.00277232323232323
"150",2.8,0.00251616161616162
"151",2.9,0.00219010101010101
"152",3,0.00227676767676768
"153",3.1,0.00234808080808081
"154",3.2,0.00205474747474747
"155",3.3,0.00231050505050505
"156",3.4,0.00211070707070707
"157",3.5,0.00203393939393939
"158",3.6,0.00211151515151515
"159",3.7,0.00153636363636364
"160",3.8,0.00157616161616162
"161",3.9,0.0016749494949495
"162",4,0.00143717171717172
"163",4.1,0.00195434343434343
"164",4.2,0.00165717171717172
"165",4.3,0.0013969696969697
"166",4.4,0.00145535353535354
"167",4.5,0.00129717171717172
"168",4.6,0.00189474747474747
"169",4.7,0.00139717171717172
"170",4.8,0.00127373737373737
"171",4.9,0.0014959595959596
"172",5,0.00147737373737374
"173",5.1,0.0012169696969697
"174",5.2,0.00173111111111111
"175",5.3,0.00137737373737374
"176",5.4,0.00129616161616162
"177",5.5,0.00117737373737374
"178",5.6,0.000995353535353535
"179",5.7,0.000997171717171717
"180",5.8,0.00145373737373737
"181",5.9,0.00119818181818182
"182",6,0.000958787878787879
"183",6.1,0.00109656565656566
"184",6.19999999999999,0.00143838383838384
"185",6.29999999999999,0.00119777777777778
"186",6.39999999999999,0.00109474747474747
"187",6.49999999999999,0.00103757575757576
"188",6.59999999999999,0.000996767676767677
"189",6.69999999999999,0.00123656565656566
"190",6.79999999999999,0.000918989898989899
"191",6.89999999999999,0.00119414141414141
"192",6.99999999999999,0.00103070707070707
"193",7.09999999999999,0.000878383838383838
"194",7.19999999999999,0.00123272727272727
"195",7.29999999999999,0.000996363636363636
"196",7.39999999999999,0.000836363636363636
"197",7.49999999999999,0.00113373737373737
"198",7.59999999999999,0.000638787878787879
"199",7.69999999999999,0.000698585858585859
"200",7.79999999999999,0.000818383838383838
"201",7.89999999999999,0.000758989898989899
"202",7.99999999999999,0.000857979797979798
"203",8.09999999999999,0.000717979797979798
"204",8.19999999999999,0.000857979797979798
"205",8.29999999999999,0.000657979797979798
"206",8.39999999999999,0.000599191919191919
"207",8.49999999999999,0.00059959595959596
"208",8.59999999999999,0.000853939393939394
"209",8.69999999999999,0.000577979797979798
"210",8.79999999999999,0.00059959595959596
"211",8.89999999999999,0.00059959595959596
"212",8.99999999999999,0.000896767676767677
"213",9.09999999999999,0.000739191919191919
"214",9.19999999999999,0.000697979797979798
"215",9.29999999999998,0.00037959595959596
"216",9.39999999999998,0.000578787878787879
"217",9.49999999999998,0.000359191919191919
"218",9.59999999999998,0.000537171717171717
"219",9.69999999999998,0.000757171717171717
"220",9.79999999999998,0.000837979797979798
"221",9.89999999999998,0.000597171717171717
"222",9.99999999999998,0.000437575757575758
"223",10.1,0.000516363636363636
"224",10.2,0.000698787878787879
"225",10.3,0.000639191919191919
"226",10.4,6e-04
"227",10.5,0.00042
"228",10.6,0.00031959595959596
"229",10.7,0.000519191919191919
"230",10.8,0.000558787878787879
"231",10.9,0.000478383838383838
"232",11,0.00059959595959596
"233",11.1,0.00045959595959596
"234",11.2,0.000399191919191919
"235",11.3,0.000278787878787879
"236",11.4,0.000497777777777778
"237",11.5,0.000378181818181818
"238",11.6,0.000537777777777778
"239",11.7,4e-04
"240",11.8,0.00026
"241",11.9,0.000278787878787879
"242",12,0.00016
