"par","dist"
"1",0.1,0.00434424242424242
"2",0.11,0.00462161616161616
"3",0.12,0.0047250505050505
"4",0.13,0.0041189898989899
"5",0.14,0.00396343434343434
"6",0.15,0.0043020202020202
"7",0.16,0.00419919191919192
"8",0.17,0.00430525252525253
"9",0.18,0.0041410101010101
"10",0.19,0.00434121212121212
"11",0.2,0.00378848484848485
"12",0.21,0.00402242424242424
"13",0.22,0.0037369696969697
"14",0.23,0.00398505050505051
"15",0.24,0.00356828282828283
"16",0.25,0.0038010101010101
"17",0.26,0.00426121212121212
"18",0.27,0.00413131313131313
"19",0.28,0.00472929292929293
"20",0.29,0.00360363636363636
"21",0.3,0.00400565656565657
"22",0.31,0.00385616161616162
"23",0.32,0.00350767676767677
"24",0.33,0.00357111111111111
"25",0.34,0.00363878787878788
"26",0.35,0.00352383838383838
"27",0.36,0.00370585858585859
"28",0.37,0.00352343434343434
"29",0.38,0.00392767676767677
"30",0.39,0.00382828282828283
"31",0.4,0.00390040404040404
"32",0.41,0.00356747474747475
"33",0.42,0.00306808080808081
"34",0.43,0.00366545454545455
"35",0.44,0.0029620202020202
"36",0.45,0.0033050505050505
"37",0.46,0.00366282828282828
"38",0.47,0.00367393939393939
"39",0.48,0.00304848484848485
"40",0.49,0.00346686868686869
"41",0.5,0.00352464646464646
"42",0.51,0.00300686868686869
"43",0.52,0.00320282828282828
"44",0.53,0.00294969696969697
"45",0.54,0.00286686868686869
"46",0.55,0.00318787878787879
"47",0.56,0.00303191919191919
"48",0.57,0.00298787878787879
"49",0.58,0.00319131313131313
"50",0.59,0.00344181818181818
"51",0.6,0.0034410101010101
"52",0.61,0.00326161616161616
"53",0.62,0.0032220202020202
"54",0.63,0.00332989898989899
"55",0.64,0.00330262626262626
"56",0.65,0.00309090909090909
"57",0.66,0.00328040404040404
"58",0.67,0.00291010101010101
"59",0.68,0.00316424242424242
"60",0.690000000000001,0.00286929292929293
"61",0.700000000000001,0.00281272727272727
